NEWID;AGE_REF;AGE2;BATHRMQ;BEDROOMQ;BLS_URBN;FAM_SIZE;INC_RANK;RENTEQVX;VEHQ
3779152;81;;1;3;1;1;0.371378;650;3
3779192;51;49;1;3;1;7;0.88148;800;4
3779212;26;28;2;3;1;2;0.8552588;750;3
3779232;26;;2;3;1;1;0.6186165;;0
3779242;24;;1;1;1;1;0.4050329;;1
3779292;31;32;1;3;1;5;0.7724141;;0
3779322;55;;1;2;1;1;0.5801541;;3
3779332;36;31;3;4;1;3;0.9570392;2944;1
3779342;31;;2;3;1;3;0.2873771;;0
3779352;37;52;3;6;1;6;0.5190992;3000;4
3779363;25;24;;;1;2;0.4707498;;2
3779372;39;47;1;2;1;4;0.9141893;1300;5
3779382;58;;1;1;1;1;0.8471524;2400;1
3779412;40;;1;1;1;1;0.6689361;;1
3779432;71;;1;2;1;2;0.1559048;800;2
3779462;60;70;3;3;1;2;0.5775834;2500;3
3779492;33;29;1;3;1;5;0.3273165;800;3
3779502;50;;1;3;1;2;0.1627482;;1
3779512;65;62;2;4;1;2;0.7776851;2500;2
3779542;35;42;1;2;1;2;0.8174483;1200;2
3779552;52;65;3;4;1;4;0.8354998;2500;5
3779632;27;30;1;1;1;2;0.6730718;;1
3779642;34;;2;4;1;7;0.5364175;;2
3779662;77;;1;3;1;1;0.6215242;;1
3779672;62;;1;4;1;2;0.3320671;800;1
3779692;52;53;1;3;1;3;0.6910269;1200;3
3779712;18;;2;2;1;2;0.5455183;;1
3779732;41;;1;2;1;1;0.4845376;;1
3779772;35;;1;2;1;4;0.74177;;2
3779832;61;;2;3;1;1;0.6629544;1185;3
3779842;70;68;1;1;1;2;0.5630574;2413;2
3779852;46;44;2;3;1;5;0.8046801;;5
3779892;33;;1;3;1;3;0.553616;;3
3779902;55;;2;3;1;1;0.7005246;1400;1
3779912;68;;1;2;1;2;0.1765483;1500;2
3779932;34;;1;1;1;1;0.4528705;;1
3779952;31;32;1;3;1;3;0.9645094;1600;4
3779962;21;;1;2;1;1;0.3383959;;0
3779982;54;52;1;3;1;4;0.9653724;2000;4
3780012;51;58;2;4;1;3;0.5512049;1500;2
3780052;31;25;2;4;1;2;0.7116526;;2
3780092;64;66;1;2;1;2;0.3945533;;2
3780132;79;;2;3;1;1;0.6875306;3000;1
3780142;36;33;3;4;1;4;0.7684046;1600;4
3780162;79;;1;1;1;1;0.2099619;;0
3780182;50;;1;2;1;1;0.3152112;;0
3780192;67;61;2;3;2;2;0.4286428;800;3
3780202;25;;2;3;2;1;0.4567624;800;1
3780212;69;67;3;3;2;2;0.9273165;1000;2
3780222;28;;1;1;1;1;0.1357676;;0
3780254;62;68;3;3;1;2;0.4494528;1750;4
3780262;29;29;1;2;1;5;0.4086791;;2
3780282;88;;1;3;1;1;0.1208397;2107;1
3780302;44;;2;2;1;1;0.9092973;;0
3780312;73;70;2;3;1;2;0.4735973;1200;3
3780322;57;;2;3;1;1;0.0799952;800;1
3780342;77;69;2;3;1;2;0.7219526;900;3
3780362;55;;2;3;1;1;0.6878324;1679;2
3780372;66;48;1;2;1;2;0.8722955;800;2
3780412;40;;1;3;1;5;0.2867309;;2
3780422;18;;;;1;1;0.1650621;;0
3780432;63;;2;2;1;2;0.5952928;800;2
3780442;72;69;3;4;1;2;0.7606815;1800;3
3780452;78;;1;3;1;3;0.4237224;800;3
3780462;46;;1;3;1;1;0.0436576;800;1
3780532;52;57;2;3;1;2;0.6539829;1500;2
3780552;38;;2;2;1;1;0.6708976;;1
3780562;65;;1;3;1;2;0.2258948;500;0
3780572;75;;2;3;1;1;0.4753582;900;1
3780622;76;71;2;4;1;2;0.6479126;2400;3
3780652;47;;1;3;1;2;0.6822827;1500;2
3780662;80;;1;3;1;1;0.3479777;799;1
3780672;25;;2;3;2;2;0.7695668;1266;5
3780682;61;;2;2;1;1;0.1494688;;3
3780692;68;;1;2;2;1;0.2100687;450;2
3780732;77;;2;2;1;1;0.3489418;1000;2
3780772;53;;2;2;1;5;0.4770564;;2
3780882;75;70;2;3;2;2;0.4296867;700;1
3780912;88;88;5;4;1;2;0.582341;4000;4
3780922;29;;1;1;1;2;0.9669821;;1
3780932;65;59;2;3;1;2;0.9844006;3000;3
3781002;27;;1;2;1;2;0.2220445;;0
3781052;72;67;2;2;1;2;0.034307;3000;1
3781092;71;;2;4;1;1;0.3216662;800;2
3781102;21;23;2;3;1;3;0.4450643;1400;1
3781112;47;56;3;4;1;2;0.9511137;2800;3
3781132;31;27;1;3;1;8;0.5520505;300;3
3781142;27;;1;1;1;1;0.03243;;0
3781172;23;;1;1;1;1;0.6876983;;1
3781182;39;;2;4;1;1;0.0643143;2201;2
3781242;18;;0;1;1;1;0.181172;;0
3781253;26;;2;4;1;7;0.8309423;;5
3781272;88;81;2;3;1;2;0.7205973;1863;4
3781332;51;;1;3;1;2;0.8540936;900;2
3781342;37;;1;1;1;2;0.4559607;;2
3781372;77;;2;4;1;1;0.0319215;2800;1
3781392;47;46;2;4;1;5;0.9190204;4000;2
3781422;57;55;4;3;1;2;0.9974413;4000;2
3781462;41;42;1;4;1;5;0.9555132;;4
3781472;67;;1;3;1;1;0.1224707;1169;1
3781492;77;;1;5;1;1;0.30625;1500;0
3781502;72;;1;2;2;1;0.2107236;;1
3781512;55;;1;1;1;1;0.0961251;;1
3781542;64;;2;3;1;1;0.7196828;1200;2
3781582;32;;1;1;1;1;0.0008261;;1
3781622;65;61;1;1;1;2;0.9051707;;4
3781642;35;38;3;6;1;5;0.933594;3500;2
3781652;83;;1;2;1;2;0.2408924;600;1
3781672;50;45;4;5;1;6;0.9997471;3000;4
3781692;40;;1;2;1;2;0.8865893;;0
3781722;78;68;1;3;1;2;0.3673724;2700;2
3781732;30;33;2;3;1;2;0.8109388;1500;4
3781742;42;42;3;5;1;4;0.1022288;2100;2
3781752;70;;1;2;2;1;0.2114903;;1
3781762;70;;2;4;1;1;0.3351373;700;2
3781774;30;;2;2;1;1;0.1267049;;0
3781792;46;46;1;2;1;5;0.3153707;;1
3781802;55;;1;1;1;1;0.079828;;0
3781852;56;;1;2;1;2;0.1271592;800;1
3781892;52;;1;2;1;1;0.224284;;0
3781922;49;;1;1;1;1;0.2251503;;2
3781932;40;38;3;4;1;5;0.9598954;;4
3781942;40;;1;2;2;1;0.0259911;550;2
3781964;48;;1;1;1;3;0.1774777;;0
3781972;64;63;2;3;1;2;0.7478021;4000;4
3781982;33;35;2;4;1;7;0.3417931;;2
3782002;48;;2;3;1;2;0.4812908;1600;1
3782012;33;;1;1;1;1;0.7626588;;2
3782032;32;;1;1;1;1;0.8981219;;0
3782062;40;;2;2;1;1;0.0714731;1900;0
3782072;26;27;2;2;1;3;0.3629812;;1
3782082;68;63;2;4;1;2;0.5042249;2098;2
3782122;58;;1;1;1;2;0.3381439;;0
3782202;42;;2;4;2;4;0.6578618;1000;4
3782222;46;52;3;4;1;4;0.9663776;6442;3
3782232;27;28;2;2;1;6;0.924716;1200;5
3782242;44;;2;3;1;2;0.2604066;;1
3782252;48;;1;3;1;2;0.6586662;800;1
3782262;20;;1;1;1;1;0.3636727;;1
3782312;65;;2;4;1;2;0.1239111;1518;3
3782382;54;;1;2;1;4;0.0999692;;0
3782392;65;65;1;4;1;2;0.6489799;1700;2
3782402;38;;1;1;1;1;0.6201335;;1
3782462;88;;1;2;2;2;0.1206865;400;1
3782502;74;;1;1;1;1;0.0859348;1500;1
3782512;21;27;2;3;1;2;0.7391776;1200;2
3782522;65;66;2;3;1;2;0.6555413;500;3
3782542;24;;1;4;1;1;0.1384386;;0
3782552;61;60;3;4;2;2;0.8728497;700;2
3782562;68;;1;3;1;1;0.4777816;2500;2
3782572;35;34;2;4;1;6;0.8035012;;2
3782582;46;;2;3;1;2;0.400745;;2
3782602;76;71;2;3;1;2;0.4616056;1400;3
3782633;70;79;2;2;1;2;0.130763;;1
3782652;31;;1;2;1;2;0.5799028;;0
3782682;35;;1;3;2;4;0.5261073;;3
3782692;38;34;2;3;1;4;0.9419481;2200;4
3782712;61;;1;2;1;1;0.2273772;450;0
3782722;24;;1;1;1;1;0.435329;;0
3782742;24;;1;4;1;1;0.1531378;;0
3782752;38;;2;3;1;1;0.619843;;1
3782782;63;;2;3;2;1;0.3040704;500;1
3782842;34;;2;2;1;1;0.6231296;;2
3782862;61;;1;2;1;2;0.3063367;;1
3782872;50;56;2;4;1;2;0.8933124;3500;2
3782882;80;80;3;4;1;2;0.4643759;1200;2
3782902;44;;2;2;1;1;0.5591295;;1
3782922;52;;1;2;1;1;0.1375356;;0
3782952;40;;1;1;1;1;0.6341484;;1
3782992;63;62;3;4;1;2;0.4842784;1200;6
3783012;88;;2;1;1;1;0.3780316;;1
3783022;59;56;1;3;1;3;0.7824252;1200;6
3783062;52;;1;1;1;2;0.3358665;;2
3783072;80;;2;2;1;1;0.0905547;;0
3783112;77;;1;2;1;1;0.2805006;;0
3783132;32;32;1;3;1;4;0.7646479;1200;1
3783152;60;;;;1;2;0.0527395;1179;1
3783162;30;33;2;3;1;4;0.6051235;1300;3
3783212;79;88;2;1;1;2;0.3750498;1692;3
3783222;31;30;2;2;1;3;0.8362004;;1
3783242;62;;1;1;1;2;0.7612677;;1
3783252;28;28;1;1;1;2;0.9411346;;0
3783262;68;;3;3;1;1;0.3245146;2000;1
3783272;38;39;3;4;1;5;0.9948074;3000;2
3783282;65;;1;2;1;1;0.4212378;2098;5
3783302;51;;2;4;1;1;0.7392821;2000;3
3783322;33;;1;2;1;3;0.3777032;;1
3783362;57;;4;5;1;1;0.6999784;6442;1
3783372;48;;2;3;2;1;0.5704173;1000;1
3783432;47;;1;1;1;2;0.0184759;;1
3783442;26;;1;1;1;2;0.4175086;;1
3783452;65;45;1;3;1;3;0.490679;;2
3783462;67;;2;3;2;1;0.2752567;;2
3783472;30;;1;2;1;2;0.8463729;;2
3783492;71;;2;2;1;1;0.4577921;1700;1
3783512;74;;2;3;1;1;0.2825551;750;2
3783522;59;53;2;4;1;2;0.7483148;1200;2
3783532;34;;1;3;2;1;0.337732;614;2
3783552;25;;1;3;1;2;0.4445162;891;3
3783572;38;42;2;3;1;4;0.8449205;2800;2
3783582;45;;2;4;1;2;0.464904;1500;2
3783602;70;67;1;2;1;3;0.86488;300;2
3783622;51;55;1;1;1;3;0.4063483;;1
3783632;29;30;2;3;1;4;0.6047388;800;2
3783662;27;;2;3;1;1;0.3867081;;1
3783672;68;;1;2;1;1;0.457153;1100;2
3783732;62;65;1;1;1;3;0.6720165;1200;4
3783742;40;45;1;3;1;4;0.4429632;950;2
3783802;37;;2;3;1;3;0.4899666;;2
3783822;56;;1;1;1;1;0.0627941;;1
3783832;88;;2;2;1;1;0.3813352;2082;0
3783842;70;;1;2;2;1;0.2254404;;1
3783882;30;;2;2;1;2;0.8946632;;2
3783892;76;;2;3;1;1;0.3974545;1400;1
3783922;75;64;2;3;1;2;0.9906334;1500;3
3783932;88;;2;2;1;1;0.261204;1000;0
3783952;31;31;3;4;1;4;0.0811883;3500;2
3783972;25;;2;2;1;1;0.3406783;;1
3783982;42;;1;2;1;2;0.1792432;;1
3784002;53;46;2;4;1;3;0.8031864;1300;2
3784012;68;;3;2;1;1;0.1240321;1200;1
3784062;43;;1;3;1;1;0.3991162;425;1
3784072;49;49;2;3;1;2;0.8152347;1200;2
3784092;61;60;2;3;1;2;0.7638917;2500;3
3784102;29;;1;2;1;2;0.9150617;1000;2
3784112;38;42;3;4;1;5;0.0811305;2000;2
3784132;49;45;3;4;1;5;0.9368017;3500;4
3784142;88;;1;2;1;1;0.2741624;;1
3784172;34;;1;1;1;1;0.0968812;600;1
3784222;22;;1;4;1;1;0.1100123;;0
3784232;62;57;2;4;1;3;0.9123302;2000;6
3784242;18;;2;4;1;1;0.0982241;;0
3784254;30;27;2;3;1;3;0.8353679;2150;3
3784292;32;;1;2;1;2;0.7306396;;2
3784312;43;40;1;3;1;4;0.9736732;3500;1
3784332;70;;3;3;1;2;0.9604222;3000;6
3784342;66;;2;3;1;2;0.5837718;;0
3784352;35;44;1;1;1;4;0.5977117;1200;2
3784372;88;82;1;4;1;2;0.3782536;2000;2
3784382;31;34;2;3;1;4;0.8141135;1100;2
3784402;77;;2;3;1;1;0.835823;1000;1
3784414;24;;2;3;1;1;0.3515974;;3
3784422;25;20;1;1;1;2;0.3032394;;3
3784432;24;;1;3;1;1;0.4548987;;1
3784452;79;;2;3;1;1;0.2270738;1000;1
3784472;55;68;1;1;2;2;0.4751895;450;2
3784492;48;43;1;2;1;2;0.4019499;;1
3784512;46;;2;3;1;1;0.4862489;2250;2
3784542;40;;1;2;1;1;0.4720952;;1
3784552;37;;1;3;1;1;0.8631046;900;1
3784572;64;;2;4;1;1;0.5359094;1625;3
3784582;88;83;1;2;1;2;0.0686793;;0
3784612;55;;2;3;1;1;0.5011858;1000;1
3784632;33;36;1;3;1;5;0.384113;;1
3784642;67;56;1;2;2;3;0.3248824;550;3
3784662;45;;1;3;1;4;0.6680861;;5
3784672;62;;2;2;1;1;0.3602139;996;1
3784682;32;32;2;4;1;2;0.8780966;1400;2
3784692;59;59;2;3;1;2;0.7600967;1100;5
3784712;21;;2;3;1;2;0.5333745;;1
3784722;69;;2;2;2;2;0.3783164;750;1
3784732;50;;1;2;1;1;0.6305107;650;2
3784742;81;;2;3;1;2;0.1178763;1239;3
3784752;57;60;1;2;1;2;0.8660368;700;3
3784772;67;65;3;3;1;2;0.6149498;1600;2
3784792;55;48;2;3;2;2;0.2248342;2000;1
3784812;28;;1;1;1;2;0.9813019;;1
3784822;78;;1;1;1;1;0.5810665;;0
3784832;51;49;2;2;1;4;0.985416;4000;5
3784842;58;;2;2;1;2;0.5882062;;1
3784852;36;34;2;3;1;2;0.0091333;2871;2
3784882;88;88;2;2;1;2;0.5069282;2700;1
3784902;80;;1;2;1;1;0.3018861;900;0
3784932;62;;1;2;1;2;0.3784298;;2
3784952;46;;3;4;1;3;0.9395493;1800;4
3784982;57;71;2;2;1;2;0.356294;1500;2
3784992;54;54;3;4;1;3;0.9685093;2000;3
3785002;69;;2;3;2;1;0.1354184;700;4
3785042;65;;1;3;1;1;0.3597772;500;2
3785082;59;63;4;4;1;2;0.4070157;1000;5
3785092;68;;1;5;1;2;0.1442888;900;1
3785112;88;;1;1;1;1;0.2111791;;0
3785132;56;;1;3;1;1;0.1525814;1282;1
3785182;56;;2;4;1;1;0.2277338;1200;2
3785192;25;;1;1;1;2;0.3506298;;1
3785202;66;65;1;2;1;2;0.3739871;798;1
3785232;25;;1;3;1;1;0.4016649;;1
3785252;41;;2;4;1;2;0.7741072;1100;2
3785262;40;;2;4;1;1;0.0052737;;2
3785272;45;44;2;3;1;2;0.0513486;1500;3
3785302;38;41;3;5;1;4;0.6600418;2000;2
3785322;31;;2;3;1;5;0.8436129;1000;2
3785332;40;;2;4;1;6;0.5788208;1400;1
3785342;67;70;2;3;1;5;0.5411362;1500;2
3785362;25;;1;4;1;1;0.160717;;0
3785372;48;35;3;5;1;4;0.8982579;2100;5
3785402;54;;2;4;1;2;0.8581583;1600;3
3785412;81;;3;4;1;1;0.272342;1000;2
3785432;32;38;1;2;1;4;0.0857442;;0
3785443;29;;1;1;1;2;0.894871;;2
3785462;77;;2;3;1;2;0.4065448;400;3
3785472;65;60;2;3;1;2;0.0888808;1000;6
3785522;88;88;2;3;1;3;0.8117798;1300;2
3785532;63;;1;2;1;2;0.2161953;;1
3785562;31;;1;1;1;2;0.7019866;;2
3785572;40;33;2;4;1;7;0.4977213;2300;0
3785582;31;33;3;4;1;2;0.9494034;1900;2
3785592;38;;1;3;1;3;0.2999862;850;2
3785642;45;;2;4;1;2;0.0806839;1100;0
3785652;65;;1;1;1;1;0.1370065;;1
3785662;64;65;2;4;1;2;0.4703501;700;4
3785682;67;69;3;5;1;2;0.2522063;1450;1
3785732;27;;1;2;1;3;0.1073835;;0
3785742;58;;2;2;1;1;0.7513661;2500;1
3785752;88;;2;4;1;1;0.3576791;1000;2
3785762;22;23;1;1;1;2;0.1874293;;2
3785772;34;;1;2;1;3;0.4177504;;0
3785782;22;;1;4;1;4;0.6833331;;4
3785792;53;;3;3;1;2;0.6696234;3000;4
3785812;72;;1;3;1;1;0.2430095;500;1
3785822;33;;1;2;1;2;0.7269104;;2
3785852;58;59;2;4;1;3;0.9949933;1300;4
3785862;57;;2;3;1;2;0.8519511;1200;3
3785922;53;55;1;4;1;3;0.7092965;1193;2
3785932;61;;2;3;1;1;0.8454283;2500;1
3785952;61;;2;4;1;2;0.8957486;1500;3
3785962;60;;3;3;1;1;0.9965096;1221;3
3785972;77;;1;3;1;1;0.2732137;;1
3785982;88;;1;1;1;1;0.2931226;;0
3786022;40;;1;4;1;1;0.2596972;750;1
3786032;67;;1;1;1;1;0.1362383;;0
3786042;23;;1;1;1;1;0.0839602;;1
3786052;30;32;2;2;1;2;0.5790575;;0
3786122;22;;1;3;1;2;0.2419229;;3
3786132;77;88;1;3;1;2;0.2813005;1300;3
3786152;53;;1;2;1;1;0.133249;;1
3786162;60;66;2;3;1;3;0.3264714;;1
3786182;47;44;3;3;1;4;0.9233918;2968;2
3786202;59;;2;2;1;2;0.0863761;2100;1
3786212;36;46;1;3;1;5;0.3809315;;2
3786222;61;61;1;3;1;2;0.058152;1500;3
3786234;32;;2;2;1;1;0.1260586;;0
3786242;39;;2;2;1;5;0.1071935;;0
3786272;57;;1;1;1;1;0.2123248;;0
3786382;62;;1;1;1;1;0.2020356;1162;2
3786422;40;34;1;2;1;5;0.5970134;;1
3786462;18;;;;1;1;0.2146953;;0
3786472;88;;1;1;1;1;0.2458644;;0
3786482;77;74;2;4;1;2;0.8036576;3500;1
3786512;73;;2;3;1;1;0.2109266;1000;1
3786522;49;;2;2;1;1;0.5541519;1500;1
3786532;45;;2;3;1;1;0.5105512;1500;2
3786574;28;;2;3;1;5;0.0936465;1900;2
3786582;68;;1;2;1;2;0.4290853;900;1
3786622;43;51;1;2;1;4;0.6242748;;3
3786634;27;27;2;2;1;2;0.7875634;;2
3786662;66;;3;3;1;1;0.6401986;1800;1
3786682;67;68;2;3;1;2;0.1183043;1306;1
3786692;35;;1;1;1;2;0.7136675;;0
3786742;35;38;2;2;1;4;0.5986752;;2
3786752;54;53;1;3;1;4;0.7188819;2000;4
3786762;34;33;2;4;2;6;0.4471519;1500;3
3786782;30;33;1;1;1;2;0.7766467;;2
3786792;81;;1;3;1;1;0.2405981;1800;1
3786822;63;;1;1;1;1;0.328054;;1
3786872;88;;2;3;2;1;0.3162406;700;0
3786882;81;;1;2;2;1;0.2954765;300;2
3786902;55;55;1;2;1;2;0.8509357;1969;4
3786942;47;;1;1;1;1;0.1312753;;1
3797442;67;;1;3;1;1;0.5699657;882;4
3797452;60;64;3;3;1;2;0.7596849;2000;2
3797472;62;;1;2;1;1;0.1419033;;0
3797512;26;;1;1;1;1;0.2152819;;1
3797532;59;;1;3;1;1;0.124736;1133;1
3797562;71;61;4;4;1;3;0.9125082;2000;2
3797592;59;53;2;3;1;2;0.8873389;800;3
3797612;35;;1;0;1;1;0.0787178;;1
3797622;61;64;2;3;1;2;0.7000929;3000;3
3797632;21;;2;1;1;3;0.0192498;;4
3797682;78;80;1;3;1;3;0.295215;1032;1
3797692;77;;2;3;1;1;0.2130072;2277;1
3797702;65;;1;1;1;3;0.2018517;;1
3797722;31;31;2;3;1;5;0.6984636;1500;2
3797772;81;88;1;1;1;2;0.776299;;1
3797842;24;38;1;5;1;4;0.4728354;;2
3797872;81;;1;1;1;1;0.2872195;;1
3797882;76;;2;2;1;1;0.1880756;;1
3797932;88;;2;2;1;1;0.1733441;3500;1
3797962;25;;1;2;1;1;0.4001215;1136;1
3798002;54;;1;2;1;1;0.4314192;;1
3798012;64;;1;1;1;1;0.5270777;900;1
3798042;61;;2;2;1;2;0.2510247;1138;3
3798052;76;;1;1;1;1;0.1339407;;0
3798092;69;67;3;4;1;2;0.9406421;6442;0
3798102;40;38;1;2;1;6;0.2993654;;1
3798122;56;52;1;3;2;2;0.6128467;650;4
3798132;53;;1;1;2;1;0.3013841;;1
3798152;26;;1;2;1;1;0.6669067;;0
3798162;59;;2;3;1;1;0.0283772;1333;2
3798192;62;;1;1;2;1;0.1679735;;4
3798202;30;;1;4;1;3;0.8304877;;2
3798222;88;;2;3;1;2;0.5777674;2000;3
3798232;76;;3;5;1;1;0.2102114;3200;2
3798252;47;;3;3;1;2;0.6080288;1100;1
3798262;77;;2;3;1;1;0.3608266;1385;0
3798272;60;54;2;3;1;2;0.7316966;650;3
3798282;27;;1;1;1;2;0.4380586;;2
3798292;59;52;2;4;1;2;0.8491976;1300;3
3798342;66;73;2;4;1;6;0.8158527;1000;2
3798352;27;;1;0;1;1;0.0570017;;1
3798362;72;71;2;3;1;2;0.5229287;1500;1
3798382;32;;2;2;1;4;0.0670062;1200;2
3798412;75;;3;4;1;2;0.1237076;2500;0
3798422;31;;1;3;1;3;0.6233448;1600;5
3798482;52;;1;1;1;1;0.006426;;2
3798532;63;60;2;4;1;2;0.944395;1200;7
3798542;44;51;2;3;1;2;0.0122794;1424;2
3798582;61;59;2;4;1;2;0.7439195;1100;2
3798592;88;;1;3;1;1;0.2959961;700;1
3798602;64;59;2;3;2;3;0.4666394;546;2
3798612;63;;1;3;1;1;0.8017782;1800;2
3798662;47;50;3;4;1;4;0.9107855;2500;2
3798672;44;41;2;3;1;3;0.7934899;1500;3
3798683;72;;1;2;1;1;0.333349;750;1
3798722;46;49;2;4;1;4;0.9776392;6442;1
3798812;80;67;2;3;1;2;0.4737455;1747;3
3798832;61;63;3;6;1;2;0.9581546;2000;2
3798842;53;;2;4;1;5;0.2527898;;2
3798852;64;;1;2;2;1;0.1060746;300;1
3798862;58;33;1;1;1;2;0.7521297;668;4
3798872;27;27;1;1;1;2;0.5556604;;1
3798892;74;;1;3;1;1;0.2148383;3000;1
3798932;53;49;2;3;1;2;0.9416405;500;4
3798952;53;53;3;5;1;3;0.8521061;1000;4
3798962;66;66;1;2;2;2;0.4670542;500;4
3798972;32;37;2;3;1;3;0.7369129;1800;0
3798992;88;;1;3;1;1;0.2492895;850;1
3799022;44;46;1;1;1;2;0.9471528;3000;1
3799032;33;44;2;4;1;4;0.9320468;2600;1
3799042;51;51;3;5;1;4;0.8714111;1400;7
3799092;38;;2;2;1;1;0.9711792;;1
3799102;53;60;3;3;1;2;0.9060317;1500;3
3799122;72;;2;3;1;1;0.1573939;700;1
3799202;55;52;3;5;1;4;0.9714225;4000;2
3799212;36;;2;3;1;1;0.0438731;1086;0
3799232;68;68;2;4;1;2;0.8270328;2800;2
3799252;58;57;2;3;1;2;0.9934277;1450;8
3799262;28;;1;1;1;1;0.1496518;;1
3799272;64;54;1;1;1;2;0.5697392;1000;6
3799282;41;40;2;3;1;4;0.7101322;1000;2
3799302;72;;2;3;1;2;0.4950531;2000;3
3799312;42;40;3;4;1;5;0.9542923;1500;1
3799332;67;;2;2;1;1;0.0388818;1200;2
3799352;79;78;2;2;1;2;0.4933384;;0
3799382;51;46;2;3;1;3;0.6857079;1125;3
3799392;35;28;2;3;2;5;0.7143916;1300;4
3799402;32;37;1;1;1;3;0.4071342;300;1
3799412;23;;2;3;1;1;0.7589839;;0
3799432;49;;2;2;1;2;0.7108993;;1
3799452;43;40;2;4;1;5;0.7810315;1100;2
3799462;78;;1;3;1;2;0.3127176;500;0
3799492;49;;2;3;1;3;0.6919782;;1
3799522;25;;1;3;1;5;0.8003138;600;4
3799612;65;68;2;2;2;2;0.5212939;700;2
3799622;41;31;1;1;2;2;0.4809603;500;2
3799632;31;31;1;2;1;4;0.812845;550;3
3799642;29;;1;1;1;1;0.5420652;;1
3799652;43;42;2;3;1;3;0.2541262;1310;1
3799662;79;;1;2;1;1;0.3018066;;1
3799672;42;36;1;2;1;6;0.5430331;;1
3799692;44;;1;1;1;1;0.6564975;;2
3799702;57;;1;2;1;1;0.2674521;;1
3799722;46;47;2;3;1;2;0.7976417;3000;0
3799732;31;;1;2;1;1;0.5438237;2400;2
3799752;67;70;2;2;1;2;0.4684285;1400;2
3799812;32;28;1;3;1;2;0.8301161;2000;2
3799872;88;;1;2;1;1;0.2933657;2500;1
3799892;80;;2;4;1;1;0.4507015;2083;2
3799912;70;;2;4;1;1;0.3338915;800;1
3799932;67;;2;3;1;1;0.3150809;1180;1
3799942;61;;2;5;1;2;0.1813482;;0
3799962;38;39;3;4;1;3;0.933722;2500;1
3799972;80;;2;3;1;1;0.7290645;1200;0
3799982;59;57;4;4;1;2;0.9334862;2000;2
3799992;44;42;1;3;1;5;0.5599716;700;6
3800002;46;46;2;4;1;4;0.9573091;1750;0
3800032;71;69;1;3;1;2;0.785094;1000;0
3800042;30;34;2;3;2;4;0.0834522;616;1
3800082;62;45;2;3;1;4;0.4903561;;2
3800112;27;;1;2;1;1;0.6337868;;2
3800132;52;;1;1;1;1;0.1972697;;0
3800142;51;;2;3;1;1;0.4187312;1200;1
3800222;43;;2;3;1;2;0.0181433;1439;1
3800252;75;;1;2;1;1;0.1858281;700;0
3800272;26;;1;1;1;1;0.4937911;600;0
3800282;43;43;2;4;1;4;0.9440757;2500;2
3800312;31;;2;3;1;3;0.0060288;;1
3800352;31;44;2;3;1;4;0.8928817;1350;6
3800362;38;34;2;3;1;4;0.7472025;;1
3800372;54;;1;2;1;4;0.2149778;;1
3800382;54;55;2;3;1;3;0.9712398;2120;4
3800402;65;64;1;2;1;2;0.0208409;1434;1
3800412;36;35;1;4;2;6;0.361779;;5
3800422;42;36;1;1;1;2;0.5414896;;1
3800442;51;33;2;4;1;3;0.5087989;700;3
3800522;55;;3;3;1;5;0.2457676;1500;2
3800562;50;;1;1;1;1;0.235735;;1
3800582;70;;2;3;1;1;0.4816345;500;1
3800612;80;88;2;4;1;2;0.6472579;1800;2
3800622;20;22;1;1;1;3;0.4945844;;3
3800632;28;29;1;3;1;5;0.0223397;600;1
3800642;55;54;2;3;1;3;0.8833526;2000;4
3800664;43;;1;2;1;3;0.3388083;;1
3800672;20;;2;4;1;1;0.3625774;;0
3800702;73;;2;2;1;1;0.3095343;1200;0
3800712;71;;1;2;1;1;0.2056562;500;0
3800722;66;;1;3;1;2;0.1997972;924;0
3800732;63;52;1;2;1;2;0.7648192;1400;3
3800762;49;;2;2;1;1;0.8735896;2800;1
3800794;26;;1;1;1;1;0.5092344;;1
3800802;80;;1;3;1;2;0.3710575;2500;0
3800812;22;;1;0;1;1;0.1054439;;0
3800822;66;65;2;3;1;2;0.2745142;1200;1
3800842;63;61;3;3;1;2;0.9953666;2500;9
3800862;53;47;3;4;1;3;0.9900341;3450;3
3800872;71;75;2;3;1;2;0.7200793;1350;4
3800882;67;;2;3;1;1;0.6392315;800;1
3800892;66;;1;2;1;1;0.3830246;;0
3800912;64;76;2;3;1;2;0.5658521;600;3
3800932;52;57;3;6;1;2;0.841016;2000;3
3800952;28;28;1;2;1;2;0.9612123;;0
3800962;40;40;1;3;1;3;0.828178;1200;2
3800982;62;50;2;3;1;2;0.9916124;3500;1
3800992;66;63;2;4;1;2;0.8667291;2700;2
3801002;37;;3;4;1;1;0.351429;2306;1
3801012;26;;1;2;1;2;0.6690777;;1
3801062;62;60;2;4;1;2;0.7533634;2100;2
3801092;68;68;2;3;1;2;0.8900024;1397;2
3801112;35;;1;2;1;1;0.5870144;706;3
3801132;60;65;2;3;1;2;0.8092641;1400;2
3801202;32;;2;3;1;2;0.7582944;1200;1
3801212;51;54;2;3;1;2;0.0695346;1000;5
3801282;55;54;3;5;1;4;0.9531962;2000;4
3801292;69;72;2;3;1;2;0.7996456;;2
3801312;74;73;1;3;1;2;0.6653396;900;1
3801343;61;;1;1;1;1;0.6259778;;1
3801392;45;35;4;5;1;5;0.9474389;6442;1
3801432;71;;1;1;1;1;0.1883596;;0
